Name,Type,Mean index value,Index value SD,Mean index value (visible),Index value (visible) SD,Area [ha],index_name,source_folder,measurement,altitude_m,CV
POLO2malykwadrat,Area,0.74248,0.0507,0.74244,0.05066,0.00031,GNDVI,"11 56JZ20,09_ZAG50",11,50,0.068284668
POLO3duzykwadrat,Area,0.73559,0.06478,0.73545,0.06468,0.00066,GNDVI,"11 56JZ20,09_ZAG50",11,50,0.088065362
POLO3malykwadrat,Area,0.76072,0.04139,0.76056,0.04123,0.00028,GNDVI,"11 56JZ20,09_ZAG50",11,50,0.054408981
POLO4duzykwadrat,Area,0.74321,0.06962,0.74233,0.06912,0.00075,GNDVI,"11 56JZ20,09_ZAG50",11,50,0.093674735
POLO4malykwadrat,Area,0.77956,0.04141,0.7782,0.04034,0.0003,GNDVI,"11 56JZ20,09_ZAG50",11,50,0.053119709
POLO5duzykwadrat,Area,0.76043,0.05955,0.75932,0.05892,0.0007,GNDVI,"11 56JZ20,09_ZAG50",11,50,0.078310956
POLO5malykwadrat,Area,0.78835,0.03967,0.78695,0.0387,0.00025,GNDVI,"11 56JZ20,09_ZAG50",11,50,0.050320289
ENRO2duzykwadrat,Area,0.38208,0.0483,0.38208,0.0483,0.00074,LCI,"11 56JZ20,09_ZAG50",11,50,0.126413317
ENRO2malykwadrat,Area,0.39759,0.04371,0.39759,0.04371,0.0003,LCI,"11 56JZ20,09_ZAG50",11,50,0.109937373
ENRO3duzykwadrat,Area,0.38294,0.0557,0.38291,0.05566,0.00084,LCI,"11 56JZ20,09_ZAG50",11,50,0.145453596
ENRO3malykwadrat,Area,0.41853,0.05026,0.41846,0.05016,0.00025,LCI,"11 56JZ20,09_ZAG50",11,50,0.120086971
ENRO4duzykwadrat,Area,0.38814,0.05843,0.3878,0.05789,0.00083,LCI,"11 56JZ20,09_ZAG50",11,50,0.150538466
ENRO4malykwadrat,Area,0.4341,0.05367,0.43325,0.05253,0.00025,LCI,"11 56JZ20,09_ZAG50",11,50,0.123635107
ENRO5duzykwadrat,Area,0.40326,0.0559,0.40303,0.05551,0.00075,LCI,"11 56JZ20,09_ZAG50",11,50,0.138620245
ENRO5malykwadrat,Area,0.43744,0.05356,0.43679,0.05281,0.00023,LCI,"11 56JZ20,09_ZAG50",11,50,0.122439649
POLO2duzykwadrat,Area,0.35383,0.05094,0.35385,0.0509,0.00052,LCI,"11 56JZ20,09_ZAG50",11,50,0.143967442
POLO2malykwadrat,Area,0.35687,0.04906,0.35687,0.04906,0.00031,LCI,"11 56JZ20,09_ZAG50",11,50,0.137473029
POLO3duzykwadrat,Area,0.36035,0.05298,0.36035,0.05298,0.00066,LCI,"11 56JZ20,09_ZAG50",11,50,0.147023727
POLO3malykwadrat,Area,0.36672,0.04565,0.36672,0.04565,0.00028,LCI,"11 56JZ20,09_ZAG50",11,50,0.124481894
POLO4duzykwadrat,Area,0.37818,0.05871,0.37813,0.05857,0.00075,LCI,"11 56JZ20,09_ZAG50",11,50,0.155243535
POLO4malykwadrat,Area,0.39552,0.052,0.39537,0.05175,0.0003,LCI,"11 56JZ20,09_ZAG50",11,50,0.131472492
POLO5duzykwadrat,Area,0.38611,0.05351,0.38609,0.05349,0.0007,LCI,"11 56JZ20,09_ZAG50",11,50,0.138587449
POLO5malykwadrat,Area,0.403,0.05082,0.40296,0.05076,0.00025,LCI,"11 56JZ20,09_ZAG50",11,50,0.126104218
ENRO2duzykwadrat,Area,0.7405,0.18817,0.7405,0.18817,0.00074,MCARI,"11 56JZ20,09_ZAG50",11,50,0.254112086
ENRO2malykwadrat,Area,0.85883,0.09459,0.85883,0.09459,0.0003,MCARI,"11 56JZ20,09_ZAG50",11,50,0.110138211
ENRO3duzykwadrat,Area,0.70449,0.23331,0.70449,0.23331,0.00084,MCARI,"11 56JZ20,09_ZAG50",11,50,0.331175744
ENRO3malykwadrat,Area,0.88248,0.08369,0.88248,0.08369,0.00025,MCARI,"11 56JZ20,09_ZAG50",11,50,0.09483501
ENRO4duzykwadrat,Area,0.71995,0.22235,0.71995,0.22235,0.00083,MCARI,"11 56JZ20,09_ZAG50",11,50,0.308840892
ENRO4malykwadrat,Area,0.87407,0.09012,0.87407,0.09012,0.00025,MCARI,"11 56JZ20,09_ZAG50",11,50,0.10310387
ENRO5duzykwadrat,Area,0.79561,0.18818,0.79561,0.18818,0.00075,MCARI,"11 56JZ20,09_ZAG50",11,50,0.23652292
ENRO5malykwadrat,Area,0.89383,0.0916,0.89383,0.0916,0.00023,MCARI,"11 56JZ20,09_ZAG50",11,50,0.102480337
POLO2duzykwadrat,Area,0.74553,0.19973,0.74559,0.19965,0.00052,MCARI,"11 56JZ20,09_ZAG50",11,50,0.267903371
POLO2malykwadrat,Area,0.81137,0.14372,0.81137,0.14372,0.00031,MCARI,"11 56JZ20,09_ZAG50",11,50,0.177132504
POLO3duzykwadrat,Area,0.72496,0.21673,0.72496,0.21673,0.00066,MCARI,"11 56JZ20,09_ZAG50",11,50,0.298954425
POLO3malykwadrat,Area,0.84512,0.13634,0.84512,0.13634,0.00028,MCARI,"11 56JZ20,09_ZAG50",11,50,0.161326202
POLO4duzykwadrat,Area,0.7029,0.23291,0.7029,0.23291,0.00075,MCARI,"11 56JZ20,09_ZAG50",11,50,0.331355812
POLO4malykwadrat,Area,0.86351,0.12117,0.86351,0.12117,0.0003,MCARI,"11 56JZ20,09_ZAG50",11,50,0.140322637
POLO5duzykwadrat,Area,0.76089,0.21881,0.76089,0.21881,0.0007,MCARI,"11 56JZ20,09_ZAG50",11,50,0.287571134
POLO5malykwadrat,Area,0.88886,0.11138,0.88886,0.11138,0.00025,MCARI,"11 56JZ20,09_ZAG50",11,50,0.125306572
ENRO2duzykwadrat,Area,0.60893,0.14012,0.60893,0.14012,0.00074,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.230108551
ENRO2malykwadrat,Area,0.69053,0.06755,0.69053,0.06755,0.0003,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.097823411
ENRO3duzykwadrat,Area,0.57726,0.18252,0.57722,0.1825,0.00084,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.316183349
ENRO3malykwadrat,Area,0.71424,0.04717,0.71417,0.0471,0.00025,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.066042227
ENRO4duzykwadrat,Area,0.58897,0.17449,0.58895,0.17448,0.00083,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.296262968
ENRO4malykwadrat,Area,0.71634,0.0481,0.71632,0.04808,0.00025,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.067146886
ENRO5duzykwadrat,Area,0.65134,0.14277,0.6512,0.14274,0.00075,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.219194276
ENRO5malykwadrat,Area,0.73302,0.04644,0.73278,0.04625,0.00023,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.063354342
POLO2duzykwadrat,Area,0.58831,0.14933,0.58836,0.14925,0.00052,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.253828764
POLO2malykwadrat,Area,0.63331,0.10368,0.63331,0.10368,0.00031,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.163711295
POLO3duzykwadrat,Area,0.57754,0.16369,0.57752,0.16368,0.00066,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.283426256
POLO3malykwadrat,Area,0.66437,0.09289,0.66435,0.09287,0.00028,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.139816668
POLO4duzykwadrat,Area,0.56814,0.17974,0.56812,0.17973,0.00075,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.316365685
POLO4malykwadrat,Area,0.68659,0.08069,0.68657,0.08068,0.0003,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.11752283
POLO5duzykwadrat,Area,0.61102,0.16442,0.61098,0.1644,0.0007,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.269091028
POLO5malykwadrat,Area,0.70381,0.07246,0.70373,0.07242,0.00025,MCARI2,"11 56JZ20,09_ZAG50",11,50,0.102953922
ENRO2duzykwadrat,Area,0.26214,0.03974,0.26214,0.03974,0.00074,NDRE,"11 56JZ20,09_ZAG50",11,50,0.151598383
ENRO2malykwadrat,Area,0.2708,0.03462,0.2708,0.03462,0.0003,NDRE,"11 56JZ20,09_ZAG50",11,50,0.127843427
ENRO3duzykwadrat,Area,0.26699,0.04244,0.26707,0.04226,0.00084,NDRE,"11 56JZ20,09_ZAG50",11,50,0.158957264
ENRO3malykwadrat,Area,0.28684,0.04077,0.28681,0.04072,0.00025,NDRE,"11 56JZ20,09_ZAG50",11,50,0.142134988
ENRO4duzykwadrat,Area,0.27042,0.04401,0.27032,0.04365,0.00083,NDRE,"11 56JZ20,09_ZAG50",11,50,0.162746838
ENRO4malykwadrat,Area,0.29985,0.04464,0.29943,0.044,0.00025,NDRE,"11 56JZ20,09_ZAG50",11,50,0.148874437
ENRO5duzykwadrat,Area,0.27831,0.04353,0.27833,0.0433,0.00075,NDRE,"11 56JZ20,09_ZAG50",11,50,0.156408322
ENRO5malykwadrat,Area,0.30163,0.04434,0.3015,0.04416,0.00023,NDRE,"11 56JZ20,09_ZAG50",11,50,0.147001293
POLO2duzykwadrat,Area,0.24332,0.04247,0.24362,0.04199,0.00052,NDRE,"11 56JZ20,09_ZAG50",11,50,0.174543811
POLO2malykwadrat,Area,0.24262,0.03838,0.24291,0.03786,0.00031,NDRE,"11 56JZ20,09_ZAG50",11,50,0.158189762
POLO3duzykwadrat,Area,0.24861,0.04153,0.24868,0.04145,0.00066,NDRE,"11 56JZ20,09_ZAG50",11,50,0.167048791
POLO3malykwadrat,Area,0.24786,0.0361,0.24788,0.03607,0.00028,NDRE,"11 56JZ20,09_ZAG50",11,50,0.145646736
POLO4duzykwadrat,Area,0.26402,0.04713,0.26405,0.04698,0.00075,NDRE,"11 56JZ20,09_ZAG50",11,50,0.178509204
POLO4malykwadrat,Area,0.27018,0.04172,0.2701,0.04156,0.0003,NDRE,"11 56JZ20,09_ZAG50",11,50,0.154415575
POLO5duzykwadrat,Area,0.26743,0.04389,0.26741,0.04383,0.0007,NDRE,"11 56JZ20,09_ZAG50",11,50,0.164117713
POLO5malykwadrat,Area,0.27571,0.04096,0.27571,0.04096,0.00025,NDRE,"11 56JZ20,09_ZAG50",11,50,0.148561895
ENRO2duzykwadrat,Area,0.84636,0.06425,0.84425,0.06397,0.00074,NDVI,"11 56JZ20,09_ZAG50",11,50,0.075913323
ENRO2malykwadrat,Area,0.8694,0.03703,0.86629,0.03594,0.0003,NDVI,"11 56JZ20,09_ZAG50",11,50,0.042592593
ENRO3duzykwadrat,Area,0.82321,0.10533,0.81858,0.10564,0.00084,NDVI,"11 56JZ20,09_ZAG50",11,50,0.127950341
ENRO3malykwadrat,Area,0.88227,0.0285,0.87664,0.02615,0.00025,NDVI,"11 56JZ20,09_ZAG50",11,50,0.032303036
ENRO4duzykwadrat,Area,0.82839,0.09762,0.8219,0.09777,0.00083,NDVI,"11 56JZ20,09_ZAG50",11,50,0.117843045
ENRO4malykwadrat,Area,0.88727,0.02725,0.87995,0.02424,0.00025,NDVI,"11 56JZ20,09_ZAG50",11,50,0.030712185
ENRO5duzykwadrat,Area,0.85748,0.07603,0.84915,0.07707,0.00075,NDVI,"11 56JZ20,09_ZAG50",11,50,0.088666791
ENRO5malykwadrat,Area,0.89294,0.02753,0.8824,0.02444,0.00023,NDVI,"11 56JZ20,09_ZAG50",11,50,0.030830739
POLO2duzykwadrat,Area,0.8169,0.07519,0.81643,0.07505,0.00052,NDVI,"11 56JZ20,09_ZAG50",11,50,0.09204309
POLO2malykwadrat,Area,0.83318,0.05517,0.83298,0.05508,0.00031,NDVI,"11 56JZ20,09_ZAG50",11,50,0.066216184
POLO3duzykwadrat,Area,0.81561,0.08708,0.81485,0.08696,0.00066,NDVI,"11 56JZ20,09_ZAG50",11,50,0.106766714
POLO3malykwadrat,Area,0.85113,0.04399,0.85046,0.0437,0.00028,NDVI,"11 56JZ20,09_ZAG50",11,50,0.051684232
POLO4duzykwadrat,Area,0.81803,0.09104,0.81551,0.09076,0.00075,NDVI,"11 56JZ20,09_ZAG50",11,50,0.111291762
POLO4malykwadrat,Area,0.86462,0.04068,0.86188,0.03977,0.0003,NDVI,"11 56JZ20,09_ZAG50",11,50,0.047049571
POLO5duzykwadrat,Area,0.837,0.07616,0.83372,0.07588,0.0007,NDVI,"11 56JZ20,09_ZAG50",11,50,0.090991637
POLO5malykwadrat,Area,0.86981,0.04176,0.86589,0.04095,0.00025,NDVI,"11 56JZ20,09_ZAG50",11,50,0.048010485
ENRO2duzykwadrat,Area,0.6026,0.07594,0.60259,0.07594,0.00074,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.126020577
ENRO2malykwadrat,Area,0.64634,0.03331,0.64633,0.0333,0.0003,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.051536343
ENRO3duzykwadrat,Area,0.58158,0.1078,0.58155,0.10779,0.00084,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.185357131
ENRO3malykwadrat,Area,0.65891,0.02182,0.65887,0.02178,0.00025,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.033115296
ENRO4duzykwadrat,Area,0.58878,0.10083,0.58872,0.10082,0.00083,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.17125242
ENRO4malykwadrat,Area,0.65997,0.02105,0.65989,0.02099,0.00025,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.031895389
ENRO5duzykwadrat,Area,0.62328,0.07972,0.6231,0.07972,0.00075,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.127903992
ENRO5malykwadrat,Area,0.66673,0.02047,0.66652,0.02034,0.00023,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.030702083
POLO2duzykwadrat,Area,0.58811,0.08417,0.58811,0.08417,0.00052,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.143119484
POLO2malykwadrat,Area,0.61392,0.05517,0.61392,0.05517,0.00031,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.089865129
POLO3duzykwadrat,Area,0.58323,0.09308,0.58322,0.09307,0.00066,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.159593985
POLO3malykwadrat,Area,0.63125,0.04687,0.63123,0.04686,0.00028,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.074249505
POLO4duzykwadrat,Area,0.57758,0.10384,0.57756,0.10384,0.00075,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.179784619
POLO4malykwadrat,Area,0.64342,0.03961,0.6434,0.0396,0.0003,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.061561655
POLO5duzykwadrat,Area,0.60217,0.09158,0.60208,0.09157,0.0007,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.152083299
POLO5malykwadrat,Area,0.65193,0.03585,0.6518,0.03581,0.00025,OSAVI,"11 56JZ20,09_ZAG50",11,50,0.054990566
ENRO2duzykwadrat,Area,0.93872,0.02498,0.94143,0.02189,0.00074,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.026610704
ENRO2malykwadrat,Area,0.94639,0.01408,0.94659,0.01366,0.0003,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.014877587
ENRO3duzykwadrat,Area,0.94568,0.02712,0.94769,0.02495,0.00084,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.028677777
ENRO3malykwadrat,Area,0.951,0.0106,0.95102,0.01052,0.00025,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.011146162
ENRO4duzykwadrat,Area,0.94551,0.02522,0.94717,0.02324,0.00083,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.026673436
ENRO4malykwadrat,Area,0.95162,0.0111,0.95163,0.01107,0.00025,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.01166432
ENRO5duzykwadrat,Area,0.94612,0.02006,0.94678,0.01907,0.00075,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.021202384
ENRO5malykwadrat,Area,0.95115,0.01091,0.95117,0.01084,0.00023,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.011470325
POLO2duzykwadrat,Area,0.93878,0.02688,0.94146,0.02399,0.00052,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.028632907
POLO2malykwadrat,Area,0.93748,0.02317,0.94002,0.0197,0.00031,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.024715194
POLO3duzykwadrat,Area,0.94434,0.02388,0.94547,0.0224,0.00066,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.025287502
POLO3malykwadrat,Area,0.93961,0.01877,0.94089,0.01665,0.00028,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.019976373
POLO4duzykwadrat,Area,0.94788,0.02556,0.94988,0.02281,0.00075,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.026965439
POLO4malykwadrat,Area,0.94452,0.01569,0.94496,0.01469,0.0003,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.016611612
POLO5duzykwadrat,Area,0.94853,0.02034,0.94906,0.01949,0.0007,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.021443708
POLO5malykwadrat,Area,0.94756,0.0143,0.94758,0.01425,0.00025,SIPI2,"11 56JZ20,09_ZAG50",11,50,0.015091393
ENRO2duzykwadrat,Area,0.69535,0.09014,0.69553,0.08964,0.00061,GNDVI,"2 24JZ13,07_JESI30",2,30,0.129632559
ENRO2malykwadrat,Area,0.734,0.06741,0.73417,0.0665,0.0003,GNDVI,"2 24JZ13,07_JESI30",2,30,0.091839237
ENRO3duzykwadrat,Area,0.72324,0.07805,0.72281,0.07738,0.00055,GNDVI,"2 24JZ13,07_JESI30",2,30,0.107917151
ENRO3malykwadrat,Area,0.75774,0.06293,0.75689,0.06227,0.00025,GNDVI,"2 24JZ13,07_JESI30",2,30,0.083049595
ENRO4duzykwadrat,Area,0.73986,0.06943,0.73701,0.06724,0.00054,GNDVI,"2 24JZ13,07_JESI30",2,30,0.093842078
ENRO4malykwadrat,Area,0.75946,0.0647,0.75418,0.06104,0.00025,GNDVI,"2 24JZ13,07_JESI30",2,30,0.08519211
ENRO5duzykwadrat,Area,0.72245,0.0874,0.72064,0.08627,0.00056,GNDVI,"2 24JZ13,07_JESI30",2,30,0.12097723
ENRO5malykwadrat,Area,0.74891,0.05918,0.74574,0.05626,0.00023,GNDVI,"2 24JZ13,07_JESI30",2,30,0.079021511
POLO2duzykwadrat,Area,0.69959,0.07282,0.70014,0.07145,0.00052,GNDVI,"2 24JZ13,07_JESI30",2,30,0.104089538
POLO2malykwadrat,Area,0.72172,0.06487,0.72211,0.0637,0.00031,GNDVI,"2 24JZ13,07_JESI30",2,30,0.089882503
POLO3duzykwadrat,Area,0.72728,0.06566,0.72695,0.06532,0.00051,GNDVI,"2 24JZ13,07_JESI30",2,30,0.090281597
POLO3malykwadrat,Area,0.74116,0.06354,0.74063,0.06301,0.00028,GNDVI,"2 24JZ13,07_JESI30",2,30,0.085730477
POLO4duzykwadrat,Area,0.73643,0.06436,0.73443,0.06255,0.00057,GNDVI,"2 24JZ13,07_JESI30",2,30,0.087394593
POLO4malykwadrat,Area,0.75956,0.0619,0.75646,0.05958,0.0003,GNDVI,"2 24JZ13,07_JESI30",2,30,0.081494549
POLO5duzykwadrat,Area,0.73409,0.06698,0.73126,0.06446,0.00053,GNDVI,"2 24JZ13,07_JESI30",2,30,0.091242218
POLO5malykwadrat,Area,0.75689,0.06701,0.75194,0.06359,0.00025,GNDVI,"2 24JZ13,07_JESI30",2,30,0.08853334
ENRO2duzykwadrat,Area,0.38165,0.06401,0.38186,0.06371,0.00061,LCI,"2 24JZ13,07_JESI30",2,30,0.167719114
ENRO2malykwadrat,Area,0.4013,0.06078,0.40146,0.0605,0.0003,LCI,"2 24JZ13,07_JESI30",2,30,0.151457762
ENRO3duzykwadrat,Area,0.39916,0.06836,0.39924,0.06825,0.00055,LCI,"2 24JZ13,07_JESI30",2,30,0.171259645
ENRO3malykwadrat,Area,0.42196,0.07106,0.42198,0.07104,0.00025,LCI,"2 24JZ13,07_JESI30",2,30,0.168404588
ENRO4duzykwadrat,Area,0.41767,0.07042,0.41763,0.07031,0.00054,LCI,"2 24JZ13,07_JESI30",2,30,0.168602006
ENRO4malykwadrat,Area,0.43199,0.07695,0.43186,0.07682,0.00025,LCI,"2 24JZ13,07_JESI30",2,30,0.178129123
ENRO5duzykwadrat,Area,0.40989,0.07496,0.40949,0.07442,0.00056,LCI,"2 24JZ13,07_JESI30",2,30,0.182878333
ENRO5malykwadrat,Area,0.42505,0.07018,0.42418,0.06904,0.00023,LCI,"2 24JZ13,07_JESI30",2,30,0.165109987
POLO2duzykwadrat,Area,0.37064,0.05954,0.37105,0.05893,0.00052,LCI,"2 24JZ13,07_JESI30",2,30,0.160641053
POLO2malykwadrat,Area,0.37894,0.06067,0.37926,0.06019,0.00031,LCI,"2 24JZ13,07_JESI30",2,30,0.160104502
POLO3duzykwadrat,Area,0.39065,0.06415,0.3907,0.06408,0.00051,LCI,"2 24JZ13,07_JESI30",2,30,0.16421349
POLO3malykwadrat,Area,0.39612,0.06574,0.39612,0.06574,0.00028,LCI,"2 24JZ13,07_JESI30",2,30,0.16595981
POLO4duzykwadrat,Area,0.40343,0.06937,0.40352,0.06921,0.00057,LCI,"2 24JZ13,07_JESI30",2,30,0.171950524
POLO4malykwadrat,Area,0.42144,0.07043,0.42143,0.07041,0.0003,LCI,"2 24JZ13,07_JESI30",2,30,0.167117502
POLO5duzykwadrat,Area,0.40595,0.07191,0.4056,0.07139,0.00053,LCI,"2 24JZ13,07_JESI30",2,30,0.177140042
POLO5malykwadrat,Area,0.42943,0.07482,0.42875,0.07405,0.00025,LCI,"2 24JZ13,07_JESI30",2,30,0.174230957
ENRO2duzykwadrat,Area,0.82336,0.3324,0.82093,0.33062,0.00061,MCARI,"2 24JZ13,07_JESI30",2,30,0.403711621
ENRO2malykwadrat,Area,1.01627,0.20212,1.01251,0.20022,0.0003,MCARI,"2 24JZ13,07_JESI30",2,30,0.198884155
ENRO3duzykwadrat,Area,0.96697,0.30466,0.95107,0.30058,0.00055,MCARI,"2 24JZ13,07_JESI30",2,30,0.315066651
ENRO3malykwadrat,Area,1.1175,0.17151,1.10114,0.16554,0.00025,MCARI,"2 24JZ13,07_JESI30",2,30,0.15347651
ENRO4duzykwadrat,Area,1.05299,0.28083,1.01491,0.27446,0.00054,MCARI,"2 24JZ13,07_JESI30",2,30,0.266697689
ENRO4malykwadrat,Area,1.18973,0.14173,1.15105,0.12701,0.00025,MCARI,"2 24JZ13,07_JESI30",2,30,0.119127869
ENRO5duzykwadrat,Area,1.08359,0.32051,1.01259,0.31941,0.00056,MCARI,"2 24JZ13,07_JESI30",2,30,0.295785306
ENRO5malykwadrat,Area,1.26655,0.12287,1.20021,0.10961,0.00023,MCARI,"2 24JZ13,07_JESI30",2,30,0.097011567
POLO2duzykwadrat,Area,0.85537,0.3039,0.8554,0.30359,0.00052,MCARI,"2 24JZ13,07_JESI30",2,30,0.355284847
POLO2malykwadrat,Area,0.98283,0.20551,0.98262,0.20539,0.00031,MCARI,"2 24JZ13,07_JESI30",2,30,0.209100251
POLO3duzykwadrat,Area,0.9427,0.28249,0.9402,0.28156,0.00051,MCARI,"2 24JZ13,07_JESI30",2,30,0.299660549
POLO3malykwadrat,Area,1.06326,0.18053,1.0601,0.17909,0.00028,MCARI,"2 24JZ13,07_JESI30",2,30,0.169789139
POLO4duzykwadrat,Area,1.0062,0.27012,0.99725,0.2678,0.00057,MCARI,"2 24JZ13,07_JESI30",2,30,0.268455575
POLO4malykwadrat,Area,1.12669,0.14885,1.11585,0.14384,0.0003,MCARI,"2 24JZ13,07_JESI30",2,30,0.132112649
POLO5duzykwadrat,Area,1.06484,0.24052,1.05291,0.23809,0.00053,MCARI,"2 24JZ13,07_JESI30",2,30,0.22587431
POLO5malykwadrat,Area,1.15933,0.12823,1.14487,0.1211,0.00025,MCARI,"2 24JZ13,07_JESI30",2,30,0.110606989
ENRO2duzykwadrat,Area,0.64162,0.24004,0.64171,0.23987,0.00061,MCARI2,"2 24JZ13,07_JESI30",2,30,0.37411552
ENRO2malykwadrat,Area,0.77285,0.12603,0.77285,0.12578,0.0003,MCARI2,"2 24JZ13,07_JESI30",2,30,0.163071747
ENRO3duzykwadrat,Area,0.73492,0.20044,0.73365,0.20052,0.00055,MCARI2,"2 24JZ13,07_JESI30",2,30,0.272737169
ENRO3malykwadrat,Area,0.83425,0.08606,0.83307,0.08609,0.00025,MCARI2,"2 24JZ13,07_JESI30",2,30,0.103158526
ENRO4duzykwadrat,Area,0.78391,0.16933,0.77911,0.17032,0.00054,MCARI2,"2 24JZ13,07_JESI30",2,30,0.21600694
ENRO4malykwadrat,Area,0.85962,0.06568,0.85552,0.06585,0.00025,MCARI2,"2 24JZ13,07_JESI30",2,30,0.076405854
ENRO5duzykwadrat,Area,0.78172,0.20916,0.76425,0.21552,0.00056,MCARI2,"2 24JZ13,07_JESI30",2,30,0.267563834
ENRO5malykwadrat,Area,0.88456,0.05215,0.87332,0.05448,0.00023,MCARI2,"2 24JZ13,07_JESI30",2,30,0.058955865
POLO2duzykwadrat,Area,0.65653,0.20806,0.6567,0.20785,0.00052,MCARI2,"2 24JZ13,07_JESI30",2,30,0.316908595
POLO2malykwadrat,Area,0.74023,0.12841,0.74023,0.12841,0.00031,MCARI2,"2 24JZ13,07_JESI30",2,30,0.17347311
POLO3duzykwadrat,Area,0.71875,0.18459,0.71871,0.18459,0.00051,MCARI2,"2 24JZ13,07_JESI30",2,30,0.25682087
POLO3malykwadrat,Area,0.7911,0.10964,0.79105,0.10964,0.00028,MCARI2,"2 24JZ13,07_JESI30",2,30,0.138591834
POLO4duzykwadrat,Area,0.75416,0.17158,0.75389,0.1716,0.00057,MCARI2,"2 24JZ13,07_JESI30",2,30,0.227511403
POLO4malykwadrat,Area,0.8272,0.08006,0.82693,0.08003,0.0003,MCARI2,"2 24JZ13,07_JESI30",2,30,0.096784333
POLO5duzykwadrat,Area,0.78302,0.1489,0.78243,0.14896,0.00053,MCARI2,"2 24JZ13,07_JESI30",2,30,0.190161171
POLO5malykwadrat,Area,0.83972,0.07158,0.83908,0.07153,0.00025,MCARI2,"2 24JZ13,07_JESI30",2,30,0.0852427
ENRO2duzykwadrat,Area,0.27049,0.04622,0.27187,0.04486,0.00061,NDRE,"2 24JZ13,07_JESI30",2,30,0.170875079
ENRO2malykwadrat,Area,0.27629,0.04763,0.2769,0.04704,0.0003,NDRE,"2 24JZ13,07_JESI30",2,30,0.172391328
ENRO3duzykwadrat,Area,0.27817,0.0539,0.27931,0.05296,0.00055,NDRE,"2 24JZ13,07_JESI30",2,30,0.193766402
ENRO3malykwadrat,Area,0.29052,0.05849,0.29083,0.05825,0.00025,NDRE,"2 24JZ13,07_JESI30",2,30,0.201328652
ENRO4duzykwadrat,Area,0.29088,0.05736,0.29126,0.05704,0.00054,NDRE,"2 24JZ13,07_JESI30",2,30,0.197194719
ENRO4malykwadrat,Area,0.29946,0.06445,0.29954,0.06436,0.00025,NDRE,"2 24JZ13,07_JESI30",2,30,0.215220731
ENRO5duzykwadrat,Area,0.28779,0.05665,0.28808,0.05605,0.00056,NDRE,"2 24JZ13,07_JESI30",2,30,0.196844922
ENRO5malykwadrat,Area,0.29245,0.05888,0.29212,0.05835,0.00023,NDRE,"2 24JZ13,07_JESI30",2,30,0.201333561
POLO2duzykwadrat,Area,0.25887,0.04847,0.2625,0.04551,0.00052,NDRE,"2 24JZ13,07_JESI30",2,30,0.187236837
POLO2malykwadrat,Area,0.2597,0.04712,0.26234,0.04496,0.00031,NDRE,"2 24JZ13,07_JESI30",2,30,0.181440123
